"name","lat","lon","value"
"Wilson Garden Police Station,WILSON GARDEN,OPPOSITE OF SYNDICATE BANK",12.9506564699,77.5958107598,0.45
"Nayanappa Shettipalya",12.908627,77.603704,0.45
"BTM Layout South,MADHESHWARA NAGARA,BESIDE BUS STOP",12.9077279661,77.6110316254,0.45
"BTM Layout 7th Main",12.913952,77.609999,0.45
"Rajarajeshwari Temple,RAJESHWARI NAGARA,OPPOSITE OF RAJA RAJESHWARI TEMPLE",12.926807,77.51102,0.45
"Balajinagara",12.928055,77.604467,0.45
"Ashrama Bismilla Nagara Bannerghatta Road",12.92629948,77.60053595,0.45
"JPNagara 6th Phase,J.P.NAGARA 6TH PHASE,IN FRONT OF NANDHINI HOTEL",12.9057231407,77.5856660984,0.45
"Thyagaraja Nagara,THYAGARAJA NAGARA 2ND BLOCK,BESIDE IYANGAR BAKERY",12.9324421553,77.5678203538,0.45
"M M Industries,BANASHANKARI, 2ND STAGE,IN FRONT OF KODAK EXPRESS STUDIO",12.9290138092,77.5735209323,0.45
"Tata Silk Farm,BASAVANAGUDI,IN FRONT OF GARADI APARTMENT",12.9356233589,77.5737367664,0.45
"Dattatreya Temple",12.93441,77.56585,0.45
"NRColony,N.R.COLONY,BESIDE BBMP OFFICE, OPPOSITE AMBHA BHAVANI TEMPLE",12.9379618261,77.5689703133,0.45
"Dommasandra ",12.87946585,77.75387608,0.45
"Chandapura Cross,DOMMASANDRA,IN FRONT OF HOTEL SHRI LAKSHMI & N.R STORE",12.8870874962,77.738415974,0.45
"Chokkanahalli Gate,Chokkanahalli ,ABR Cricket Ground",12.873079,77.734019,0.45
"Head Start School Gate,Kommasandra,Temple",12.861552,77.732685,0.45
"Kaggalipura Gate,Kaggalipura,Junction Near Jcc Park",12.843226,77.727921,0.45
"Chikka Thimmasandra Gate,CHikka Thimmasandra,IOCL Gas Station",12.852662,77.730199,0.45
"Muttanallur Cross,MUTHANALLURU,IN FRONT OF R.R.WINES",12.8428724462,77.7275375216,0.45
"Narayana Ghatta,ANEKAL TALUK,IN FRONT OF ASHWATHA KATTE",12.8376919232,77.7245787416,0.45
"Ramasagara,ANEKAL TALUK,OPPOSITE OF SRI BASAVESHWARA TEMPLE",12.8207538919,77.7188016705,0.45
"Heelalige,Heelalige,Hanuman Temple",12.817503,77.709151,0.45
"Chandapura,ANEKAL TALUK,IN FRONT OF PANCHAYAT COMPLEX & S.K.MEDICAL & GENERAL STORE",12.8028346548,77.7046379389,0.45
"Igglur,CHANDAPURA POST & ANEKAL TALUK,BEHIND SRI VENUGOPAL SWAMY TEMPLE",12.7865445904,77.7033236358,0.45
"Ramakrishnapur gate ,ANEKAL TALUK,OPPOSITE OF SRI PRASANNA VENKATESHWARA SWAMY TEMPLE ARCH",12.7788519301,77.7021662146,0.45
"Marsoor gate ,ANEKAL TALUK,OPPOSITE OF BHARAT PETROL BUNK, CG CABLES & WIRES INDIA PRIVATE LIMITED",12.769420445,77.701504631,0.45
"Begadadevanahalli,ANEKAL TALUK,OPPOSITE OF GOVERNMENT PRIMARY SCHOOL",12.7522050217,77.7067289036,0.45
"Avadadenahalli,Avadadenahalli,Tree",12.746658,77.707681,0.45
"Karpoora Gate,Karpoora,Tea Shop",12.73567,77.708137,0.45
"Chikka Hagade Gate,Chikka Hagade,Tree",12.731442,77.706549,0.45
"Kavala Hosahalli,Anekal,Temple",12.724703,77.704064,0.45
"Anjaneya Temple,Anekal,Temple",12.71014,77.697688,0.45
"Devarakondappa Circle,Anekal,Circle Pillo",12.709206,77.6983,0.45
"Indlawadi Cross,Opp to open area",12.732044,77.670709,0.45
"Sidihosakote,ANEKAL TALUK,OPPOSITE OF GOVERNMENT SENIOR PRIMARY SCHOOL",12.7299790643,77.6875951979,0.45
"Doddahagade,ANEKAL TALUK,IN FRONT OF AGRICULTURE SERVICE CO-OPERATIVE SOCIETY",12.7468120095,77.6897852555,0.45
"Begadadevanahalli,ANEKAL TALUK,IN FRONT OF GOVERNMENT PRIMARY SCHOOL",12.7521260949,77.7065466863,0.45
"Marsoor gate ,ANEKAL TALUK,IN FRONT OF BHARAT PETROL BUNK, CG CABLES & WIRES INDIA PRIVATE LIMITED",12.7699944377,77.7013226599,0.45
"Ramakrishnapur gate ,ANEKAL TALUK,IN FRONT OF SRI VENKATESHWARA SWAMY TEMPLE ARCH",12.7790658362,77.7020550705,0.45
"Hosakerahalli village,HOSAKEREHALLI,IN FRONT OF S.L.N.TYPING COMPUTER EDUCATION CENTER",12.9301350847,77.5396913185,0.45
"Handenahalli,Bidarguppe,Near Thyavakanahalli",12.824988,77.76605,0.45
"Solusapura,SARJAPURA, HOBLI,BESIDE GOVT. PRIMARY SCHOOL",12.830250094,77.7566276131,0.45
"Sammenahalli,SARJAPURA, HOBLI,IN FRONT OF MILK PRODUCT CO.OPERATIVE SOCIETY",12.8326012929,77.7476843131,0.45
"Muneshwara nagara Kerekodi,HOSKEREHALLI,IN FRONT OF SRI SAI RAMA CONDIMENTS",12.9294365924,77.5350315683,0.45
"Muneshwara Temple",12.93043,77.53386,0.45
"D Souza Nagara,HOSKEREHALLI,IN FRONT OF R.K.S.STEELS & CEMENTS",12.9319050719,77.5328532557,0.45
"Veerabhadranagar",12.93805,77.53366,0.45
"PES College",12.93505,77.53694,0.45
"Hosakerehalli Junction,BANASHANKARI 3RD STAGE DWARAKA NAGARA,OPPOSITE OF R.K.COLOUR LAB",12.9336273763,77.539477665,0.45
"Hosakerahalli Cross,BANASHANKARI 3RD STAGE,IN FRONT OF BWSSB",12.9329958966,77.5454219402,0.45
"Krishnappa Layout,KRISHNAPPA LAYOUT,IN FRONT OF IYENGARS BAKERY & DURGA PARAMESHWARI CONDIMENTS",12.9230048228,77.5295943115,0.45
"Muneshwara nagara Kerekodi,HOSAKERE HALLI KEREKODI,IN FRONT OF RAMANJANEYA TEMPLE",12.9294627888,77.5346745384,0.45
"APMC Fruit Market,Huskuru,Near Sigena Agrahara",12.84296,77.687424,0.45
"Sampige,ELECTRONIC CITY POST,IN FRONT OF AMBIKA DEPARTMENT STORE",12.8345007257,77.6972429344,0.45
"Singhena agrahara,ANEKAL TALUK,OPPOSITE OF MILK DAIRY",12.8376653638,77.7161698671,0.45
"Kempegowda Swimming Pool,BHAVANI NAGARA,IN FRONT OF KEMPEGOWDA SWIMMING POOL",12.9483603314,77.559123924,0.45
"Gavigangadeshwara Temple,KEMPEGOWDA NAGARA,IN FRONT OF VASAVI MENS WEAR",12.9491561147,77.5627259047,0.45
"Kohinoor Ground,GAVIPURAM EXTENTION,IN FRONT OF D.NAGANNA PLAY GROUND",12.9472945724,77.5663816463,0.45
"Sarjapura Bus Stand",12.86140535,77.78545953,0.45
"Sarjapura Police Station,Sarjapura,Police Station",12.860755,77.783635,0.45
"Garments",12.8446051245,77.7831422867,0.45
"boorugunte",12.8422353942,77.783788373,0.45
"Billapura,SARJAPURA, HOBLI,IN FRONT OF GOVT. PRIMARY SCHOOL",12.837454426,77.785077292,0.45
"Exide Factory",12.8351338898,77.785361981,0.45
"Tyavakanahalli,SARJAPURA HOBLI,OPPOSITE OF S.V.S. PROVISION STORE",12.8278210754,77.7863021768,0.45
"Modhalli,SARJAPURA HOBLI,IN FRONT OF MILK PRODUCT CO-OPERATIVE SOCIETY",12.8235330032,77.7861207516,0.45
"Silk Form",12.8157903798,77.7853458355,0.45
"Bidaraguppa",12.8060205281,77.783605624,0.45
"Indlubele,ATTIBELE HOBLI,IN FRONT OF GOVT. JUNIOR PRIMARY SCHOOL",12.791049,77.776323,0.45
"Jigala cross,ATTIBELE,IN FRONT OF MAYURA BAKERY & SWEETS",12.7819639927,77.7719396771,0.45
"Attibele",12.778562355,77.7701362804,0.45
"TVS Cross Attibele,Attibele,OPPOSITE OF SRI MUKAMBIKA HOTEL",12.768507,77.770191,0.45
"Arehalli,ATTIBELE-HUBLI,OPPOSITE OF SRI MARAMMA DEVI TEMPLE",12.7632187942,77.7670644655,0.45
"Bhakthipura,ANEKAL TALUK,BESIDE OPEN AREA & FIELD",12.757195523,77.7617439441,0.45
"Harohalli,ANEKAL TALUK,OPPOSITE OF SRI YALLAMMA DEVI TEMPLE & IN FRONT OF SUMANT STORE",12.7540029862,77.7559559394,0.45
"Mayasandra,ANEKAL TALUK,IN FRONT OF GOVERNMENT PRIMARY SCHOOL",12.7504107915,77.7480088547,0.45
"Thattanahalli Gate,Thattanahalli",12.735411,77.730822,0.45
"Besthamana Halli",12.7310208511,77.7268194873,0.45
"Karpura Gate",12.7243117244,77.7208699481,0.45
"Haldenahalli",12.7170799021,77.7089252137,0.45
"Anekal ,ANEKAL,BUS STAND",12.7091513916,77.6967182788,0.45
"Avalahalli BDA Park,AVALAHALLI BDA,BESIDE BESCOM",12.9432863463,77.5430342741,0.45
"Girinagar Cross,AVALAHALLI BDA,OPPOSITE OF SRINIVASA IYANGAR BAKERY",12.9432856467,77.5444943026,0.45
"Muneshwara Block,MUNESHWARA BLOCK,BESIDE SOHAN ENTERPRISES",12.9423299711,77.5486286078,0.45
"Muneshwara Block,MUNESHWARA BLOCK,BESIDE TEJASHWINI JUICE & CHATS",12.9449522495,77.548755426,0.45
"Kalidasa Layout,LAST BUS STOP",12.94844524,77.5527819246,0.45
"Telecom Colony Cross,RAGHAVA BLOCK,BESIDE DEEPA CONDIMENTS",12.9484228604,77.5493590906,0.45
"Avalahalli New BDA Layout,AVALAHALLI BDA,BESIDE INDANE LPG GODOWN",12.9434504639,77.5367844757,0.45
"Srinagar,BUS STAND",12.944397024,77.5547207402,0.45
"Timber Yard Layout,BYATARAYANAPURA,OPPOSITE OF NAGADEVATHA TEMPLE",12.9483529553,77.543383548,0.45
"Girinagara Circle,GIRINAGARA,BESIDE GIRINAGARA VISION CARE",12.9411146818,77.5450312175,0.45
"Girinagara Cross",12.943108,77.544869,0.45
"NARASAPURA,ATTIBELE HOBLI,OPPOSITE OF SRI CHOWDESHWARI DEVI TEMPLE & ASHWATA KATTE",12.8003617376,77.8015949484,0.45
"Virabhadranagara Cross,VEERABHADRA NAGARA,BESIDE SRINIVASA BAR & RESTAURANT",12.938082524,77.5337524902,0.45
"Pramod Layout",12.9362003691,77.5278672203,0.45
"ANJANEYA TEMPLE,PRAMODHA LAYOUT,OPPOSITE OF ANJANEYA TEMPLE",12.9384748449,77.5288206926,0.45
"Haridasa Nagara",12.91845,77.5273,0.45
"Bhuvaneshwari Nagara Mahalakshmi Temple,BHUVANESHWARI NAGARA,IN FRONT OF MAHALAKSHMI TEMPLE",12.9218021873,77.5509362295,0.45
"Bhuvaneshwari Nagara PARK,BHUVANESHWARI NAGARA,IN FRONT OF B.D.A.PARK & PUBLIC TOILETS",12.9227835582,77.5490759932,0.45
"Dattatraya Nagara Temple,HOSAKEREHALLI,IN FRONT OF BYRAVESHWARA CONDIMENTS",12.9232955004,77.5404060947,0.45
"VB Bakery",12.91954,77.5421,0.45
"Ittamadu,ITTAMADU,IN FRONT OF VENKATESHWARA AQUARIUM",12.9240384791,77.5436442252,0.45
"Brudavana Nagara Jinke vana,BRINDAVANA NAGARA,IN FRONT OF RAJIV GANDHI SPORTS COMPLEX",12.9504528288,77.5554564624,0.45
"Vittala Nagara,CHAMRAJAPET,IN FRONT OF VITTALA MANDIRA",12.9541313555,77.5568519253,0.45
"T R Mill",12.95689,77.55929,0.45
"Chamarajapete Ramamandira,CHAMARAJA PETE,IN FRONT OF AXIS BANK",12.9570455864,77.5628821028,0.45
"Brundavananagara Jinke Park,Chamarajpet,Rajiv Gandhi Sports Complex",12.950606,77.555413,0.45
"Raghavendra Colony,CHAMARAJA PETE,IN FRONT OF SIDDALINGESHWARA STORE",12.9577589594,77.5595569331,0.45
"Vinayaka Nagara,HALEGUDDADAHALLI,BESIDE HOLY ROCK CONVENT",12.9610147998,77.5509060021,0.45
"Goripalya Cross,HALEGUDDADAHALLI,OPPOSITE OF EIDGA GROUND",12.960152328,77.5549818389,0.45
"Kempapura Agrahara,K.P.AGRAHARA,IN FRONT OF KADAPA SWAMY MATHA",12.9691264179,77.5545455852,0.45
"KP Agrahara 16th cross",12.9695554823,77.5565818604,0.45
"Kempapura Railway Gate",12.9686207056,77.5592572236,0.45
"Binni Pete,BINNI PETE,HOPCOMS MARKET",12.9645654561,77.5618709051,0.45
"Saraswathi Nagara Vijayanagara,SARASWATHI NAGARA,IN FRONT OF VIJAYANAGARA POLICE OUT POST",12.9719415152,77.5291726226,0.45
"Prashanthanagar,VIJAYANAGARA,OPPOSITE OF SHOBA NURSING HOME",12.9756097691,77.531137412,0.45
"Govindaraj Nagara,GOVINDARAJA NAGARA,IN FRONT OF GOVINDARAJA SWAMY TEMPLE",12.975532061,77.536594288,0.45
"Vijayanagara,VIJAYANAGARA,BESIDE OM ARCADE, SONY SHOW ROOM",12.9718423169,77.5378719438,0.45
"Maruthi mandira,VIJAYANAGARA,BESIDE BUNNY BAKERY",12.9676027503,77.5363256503,0.45
"Vijayanagara TTMC,REMCO LAYOUT, VIJAYANAGARA,BESIDE DR. SHETTY MATERNITY CLINIC",12.9637070093,77.5345491059,0.45
"Marenahalli,MARENAHALLI, VIJAYANAGARA,IN FRONT OF MANJUNATHA PROVISION STORES",12.9699581489,77.5321226288,0.45
"Nayandahalli Railway Gate,NAYANDAHALLI,OPPOSITE OF PRASHANTH MINERALS",12.9466993373,77.5258822032,0.45
"Gangondahalli Mazeed,GANGADHARA HALLI, AHMED NAGARA,IN FRONT OF S.H.TAILORS",12.9495830834,77.5267696101,0.45
"Gangondahalli Church,GANGADHARA HALLI, AHMED NAGARA,IN FRONT OF A.A.F.FANCY STORES",12.9511681013,77.5270116795,0.45
"Gangondahalli Water Tank,GANGADHARA HALLI, AHMED NAGARA,IN FRONT OF ROYAL AUTO PARTS",12.9527417198,77.5272909645,0.45
"Chandra Layout",12.95806,77.52662,0.45
"Chandra Layout 1st Stage,CHANDRA LAYOUT 1ST STAGE,OPPOSITE OF DOOR NO 1047",12.9530321527,77.5216930266,0.45
"Siddaganga School,CHANDRA LAYOUT 1ST STAGE,OPPOSITE OF SIDDAGANGA SCHOOL",12.9545313299,77.5225990828,0.45
"Jyothi Nagara 6th Cross,IN FRONT OF DAILY NEEDS",12.9573769738,77.5233423667,0.45
"Chandra Layout 14th Cross,CHANDRA LAYOUT,IN FRONT OF VINAYAKA ENTERPRISES",12.9589287076,77.5236099426,0.45
"Chandra Layout,CHANDRA LAYOUT,BESIDE B.M.T.C.BUS STAND",12.9592077713,77.5267686881,0.45
"GKW Layout,G.K.W.LAYOUT,BESIDE HOPCOMS",12.96816,77.52852,0.45
"Vinayaka Layout,VINAYAKA LAYOUT,OPPOSITE OF NAGARAJ ORTHOPAROLIC CLINIC",12.9655021141,77.5304299922,0.45
"Subbanna Garden,SUBBANNA GARDEN,IN FRONT OF MANJUNATH FLOOR MILL",12.9646096698,77.5322236188,0.45
"Hampinagara RPC Layout,LAST BUS STOP",12.9588715732,77.5354763959,0.45
"Hampinagara 7th Cross,VIJAYANAGARA,BESIDE GOMINI MEDICALS",12.9621371627,77.5375233404,0.45
"Basaveshwara Nagara,BASAVESHWARANAGARA,BESIDE BMTC MAIN BUS STOP",12.9885625374,77.533686189,0.45
"Basaveshwara Nagara,BASAVESHWARANAGARA,IN FRONT OF ANAD CO-OPERATIVE BANK LTD",12.9874479119,77.5374785811,0.45
"Unani Hospital,BASAVESHWARANAGARA,IN FRONT OF UNION BANK",12.9822098091,77.5372959394,0.45
"Rajaji Nagara Ramamandira,RAJAJI NAGARA,OPPOSITE OF SRI RAMA TEMPLE",12.98607,77.55636,0.45
"Bashyam Circle,RAJAJINAGARA,BESIDE PRABHU BOOK WORKS",12.9848827443,77.5540816651,0.45
"Rajaji Nagar Old Police station,RAJAJINAGARA,BESIDE SAHITYA LOKA BOOK HOUSE",12.9892352112,77.5542717624,0.45
"Rajajinagara ESI Hospital,RAJAJINAGARA,OPPOSITE OF ESI HOSPITAL",12.9914277233,77.5525558647,0.45
"Basaveshwara College,RAJAJINAGARA,BESIDE SACHIN REPROGRAPHICS",12.9944013538,77.5526553249,0.45
"Navarang Talkies,RAJAJINAGARA,BESIDE SHIKAR BAR",12.9979069267,77.5512900296,0.45
"Mariyappana Palya,RAJAJIANAGARA 2ND BLOCK,BESIDE UTTAM TEA AGENCIES",12.9986799974,77.5563046709,0.45
"Harishchandra Ghat,GAYTRI NAGARA,BESIDE INDIAN OIL PETROL BUNK",12.99722,77.56062,0.45
"Devaiah Park,NAGAPPA BLOCK,BESIDE CANARA BANK",12.99642,77.56406,0.45
"Malleshwaram Circle,KC GENERAL HOSPITAL,BESIDE MALLESHWARAM GROUND",12.9968717694,77.5688398071,0.45
"Link Road,MALLESHWARAM,BESIDE PRASAD STRORES",12.9942359335,77.5738592875,0.45
"Swastik ,NEHARU NAGARA,BESIDE SSR TRAVELS",12.9887115977,77.5751610559,0.45
"Shivananda store,NEHARU NAGARA,BESIDE DESAI NURSING HOME",12.98717,77.5787,0.45
"RC College,VASANTHA NAGARA,BESIDE R.C.COLLEGE",12.98418,77.58711,0.45
"High Ground Police Station,VASANTHA NAGARA,BESIDE SOPHIA SCHOOL",12.9854600597,77.5884196814,0.45
"Avinasha Petrol Bunk,VASANTHA NAGARA,BESIDE PETROL BUNK",12.9904147703,77.5889500882,0.45
"Vasantha Nagara",12.99271569,77.59496712,0.45
"Contonment Railway Station",12.99385097,77.59725653,0.45
"CSI",12.98965218,77.59936485,0.45
"Vinayaka Nagara Nayandahalli,Nayandahalli",12.945752,77.51988,0.45
"MCTC Bus Stand,BAPUJINAGAR",12.9540143067,77.543772645,0.45
"Mahalakshmi Layout,MAHALAKSHMI LAYOUT,BESIDE BMTC MAIN BUS STAND",13.0118465397,77.5441265691,0.45
"Srinivasa Temple,MAHALAKSHMI LAYOUT,IN FRONT OF BBMP PARK",13.0084798571,77.5442982601,0.45
"Mahalakshmi Layout Entarence,MAHALAKSHMI LAYOUT,IN FRONT OF SAPTHAGIRI CHOULTRY",13.007819775,77.5481991278,0.45
"Rajaji Nagar 1st Block,RAJAJINAGARA,OPPOSITE OF DIACON HOSPITAL",13.003786169,77.5500612427,0.45
"Canara Bank Rajaji Nagara,RAJAJINAGARA,BESIDE KULAKARNI CLINIC",13.0011337399,77.5504613478,0.45
"Navrang Talkies,RAJAJINAGARA 2ND BLOCK,OPPOSITE OF DATTATREYA JEWELLARY",12.9961142968,77.5514678936,0.45
"Basaveshwara College,RAJAJINAGARA 2ND BLOCK,BESIDE BASAVESHWARA COLLEGE",12.9942033067,77.5527288672,0.45
"Rajaji Nagara ESI Hospital,RAJAJINAGARA 2ND BLOCK,BESIDE ESI HOSPITAL",12.9917069852,77.5526744266,0.45
"Old Police Station ESI,RAJAJINAGARA 4TH BLOCK,OPPOSITE OF RAJU ELECTRICALS",12.9899264406,77.5548432861,0.45
"Nandhini Layout Bus Station,NANDINI LAYOUT,BESIDE BMTC MAIN BUS STAND",13.0113902462,77.5357934402,0.45
"Saraswathipura,SARASWATHI PURAM MAIN ROAD,IN FRONT OF SATHYA SHRUTHI GANAPAHTI TEMPLE",13.0091701125,77.5382658741,0.45
"Mahalakshmi Layout Cross",13.00839,77.54265,0.45
"Vidhanasoudha Layout,VIDHANA SOUDHA LAYOUT,BESIDE HOPCOMS SHOP",13.0156606179,77.523480802,0.45
"Laxmidevi Nagar,LAKSHMIDEVI NAGARA,OPPOSITE OF GANESHA TEMPLE",13.0155748129,77.5261843018,0.45
"Sanjay Gandhi nagar,LAKSHMIDEVI NAGARA,OPPOSITE OF VEENA ENGLISH SCHOOL",13.0187222175,77.5262234453,0.45
"Sonal Garments,PEENYA INDUSTRIAL AREA,IN FRONT OF SONAL GARMENTS",13.0214915983,77.527086027,0.45
"Jn Of Kanteerava Studio,GORAGUNTEPALYA,IN FRONT OF PADMASHREE BAR & RESTAURANT",13.0216912951,77.5352705065,0.45
"Krishnananda Nagara ,KRISHNANANDA NAGARA,IN FRONT OF POLICE QUARTERS",13.0184801482,77.5408464298,0.45
"Shankar Nagara,SHANKARA NAGARA,IN FRONT OF SYNDICATE BANK ATM, OPPOSITE OF SYNDICATE BANK",13.0155811961,77.5439644793,0.45
"Jai Bhuvaneshwari Nagara,NANDINI LAYOUT 4TH BLOCK,IN FRONT OF B.G.S.MEDICALS & GENERAL STORES",13.0147913434,77.5308377287,0.45
"SSVB Bakery",13.01406,77.53276,0.45
"Ramakrishna Nagara",13.01764,77.53422,0.45
"Iskcon Temple",13.01156,77.55136,0.45
"Mahalakshmi Layout Entarence,RAJAJINAGARA 1ST BLOCK,BESIDE EUREKA FORBES LTD",13.0077442702,77.5488783795,0.45
"Yeshwanthpura TTMC",13.0177657,77.5567529,0.45
"Government Soap Factory,RAJAJINAGARA 1ST BLOCK,BESIDE ORION MALL",13.0130909197,77.5544962753,0.45
"GKW,RAJAJINAGARA 2ND BLOCK,BESIDE VIVEKANANDA COLLEGE",13.0095800898,77.5545782094,0.45
"East West College,RAJAJINAGARA 2ND BLOCK,OPPOSITE OF EAST WEST SCHOOL",13.0054838438,77.5568257182,0.45
"Subramanyanagara,SUBRAMANYA NAGRA,BESIDE RAVI WINE SHOP",13.0047525094,77.5599798516,0.45
"Railway Gate,SUBRAMANYA NAGARA,OPPOSITE OF DEVATA GENERAL STORE",13.0042320809,77.5613209188,0.45
"Ramamandira Gayathrinagar,GAYTHRI NAGARA,OPPOSITE OF RAMA MANDIRA TEMPLE",13.001244024,77.5607625854,0.45
"Gayathrinagara,GAYTHRI NAGARA,OPPOSITE OF NANJUNDESHWARA ENTERPRISES",12.9989523329,77.5601528052,0.45
"Bandi Reddy Circle,SRIRAMPURA,BESIDE MUNESHWARA SWAMY TEMPLE",12.991436692,77.5640730187,0.45
"Gandhi school,BHASHYAM NAGARA,OPPOSITE OF SANJEEVINI NURSING HOME",12.9886659462,77.5666020763,0.45
"Link Road",12.993803,77.573942,0.45
"Laggere Arch,LAGGERE,NEAR SAI BABA TEMPLE",13.001810303,77.5253277551,0.45
"Muneshwaranagara Nandini Layout,NANDINI LAYOUT,BESIDE NANDINI LAYOUT SLUM QUARTERS",13.0118719395,77.5286963582,0.45
"Jai Bhuvaneshwari Nagara",13.01487,77.53055,0.45
"Rajkumar Samadhi,2ND BLOCK, NANDINI LAYOUT,OPPOSITE OF RAJKUMAR SAMADHI",13.0180200655,77.5315270945,0.45
"Geleyara Balaga AGB Layout,MAHALAKSHMIPURAM,BESIDE GURU KRUPA DAY CARE CIRCLE",13.0059110653,77.5411473401,0.45
"Nandini Talkies,MAHALAKSHMIPURAM,OPPOSITE OF UDUPI UPAHARA",13.0032350113,77.5438159584,0.45
"Kurubarahalli,KURUBARAHALLI,IN FRONT OF CANARA BANK",13.000789653,77.5360622357,0.45
"Shankar Mutt,BASAVESHWARANAGARA,IN FRONT OF SWAMY VIVEKANANDA PARK",12.99903679,77.5419547818,0.45
"Nagapura,MAHALAKSHMIPURAM,OPPOSITE OF THE BANGLORE CITY CO-OPERATIVE BANK",13.0022260589,77.5448810222,0.45
"Jai Maruthi Nagara,NANDINI LAYOUT,OPPOSITE OF NIRMALA CLINIC",13.0099226063,77.5326776371,0.45
"Nandhini Layout Quaters",13.010934,77.534536,0.45
"Goragunte Palya",13.0286869,77.53990578,0.45
"Foreman Training Insititue,GORAGUNTEPALYA,OPPOSITE OF MODERN BREAD FACTORY",13.0247450341,77.5340353791,0.45
"Ravi Badavane,NANDINI LAYOUT,IN FRONT OF INDIAN CAMBRIDGE SCHOOL",13.0067189962,77.5325646064,0.45
"Laggere Arch,KEMPE GOWDA LAYOUT,IN FRONT OF ANGALA PARAMESHWARI TEMPLE ARCH",13.0029153731,77.5261352677,0.45
"Sakammana Badavane,NANDINI LAYOUT,OPPOSITE OF SRI PARVATHANJANEYA TEMPLE",13.0087406281,77.5305145606,0.45
"Ashraya Nagara",13.01632,77.53209,0.45
"Rajkumar Samadhi,RAMAKRISHNA NAGARA, NANDINI LAYOUT,IN FRONT OF RAJKUMAR SAMADHI",13.0186689086,77.5320132449,0.45
"Ramakrishna Nagara 2nd Main",13.01656,77.53397,0.45
"Laggere Bridge,LAGGERE,BESIDE MATHRU NURSING HOME",13.0082725777,77.5266127333,0.45
"Basaveshwara Nagara 3rd Stage,SANEGURUVANAHALLI,IN FRONT OF G.K.CONVENT & HIGH SCHOOL",12.9892916007,77.5425034958,0.45
"Manjunath Nagara,BASAVESHWARANAGARA,IN FRONT OF GANESHA TEMPLE",12.991469549,77.5428882614,0.45
"Pushpanjali Talkies,SHIVANAHALLI,NEAR PUSHPANJALI TALKIES",12.9913641228,77.5461001594,0.45
"Shivanahalli,SHIVANAGARA,IN FRONT OF ARYA CARS",12.9890260362,77.5468476174,0.45
"Dhobhi Ghatt,RAJAJI NAGARA,OPPOSITE OF BWSSB SERVICE STATION",12.9877128638,77.5509078149,0.45
"Cauvery Nagar,KAVERINAGARA, KURUBARAHALLI,BESIDE SHIVA TEMPLE, IN FRONT OF JESUSS MURTHI SPECIALITY HOSPITAL",12.9996359848,77.5306020593,0.45
"Kurubarahalli JC Nagara,J.C.NAGARA, KURUBARAHALLI,BESIDE LIFE CARE PHARMACY",13.0070713035,77.534567689,0.45
"Yeshwanthpura Railway Station,YESHAWANTHAPURA,IN FRONT OF YESHAWANTHAPURA RAILWAY STATION",13.0218206277,77.553187059,0.45
"Yeshwanthpura Market",13.02018,77.55537,0.45
"Yeshwanthpura Circle,YESHAWANTHAPURA,BESIDE YESHAWANTHAPURA POLICE STATION",13.0178605579,77.558144331,0.45
"Mysore Lamps,MALLESHWARAM,OPPOSITE OF MYSORE LAMPS FACTORY",13.0141985882,77.5602254737,0.45
"Malleshwaram 18th Cross,MALLESHWARAM,BESIDE RATHNAM COMPLEX & BABA BED SHOP",13.0092243478,77.5631228462,0.45
"Malleshwaram 13th Cross,MALLESHWARAM,BESIDE JANATHA CO-OPERATIVE BANK",13.007277064,77.564277621,0.45
"Malleshwaram 8th Cross,MALLESHWARAM,BESIDE R.V.APARTMENTS & PUSHPAYANI MEDICALS",13.0002653337,77.5654767148,0.45
"MDBlock",12.99434,77.56927,0.45
"Mohan Kumar Nagara",13.03052,77.54934,0.45
"Chowdeshwari Bus Stop",13.03268,77.55393,0.45
"Kamalanagar BEML layout,BASAVESHWARANAGARA,IN FRONT OF CANARA BANK ATM",12.9927798919,77.5306286383,0.45
"Old Bus Stop,BASAVESHWARANAGARA,BESIDE PODAR JUMBO KIDS NURSING SCHOOL",12.9922446035,77.5347706763,0.45
"Kamalanagar 8th Main,BASAVESHWARANAGARA,IN FRONT OF MALNAD SUGGI HOTEL",12.992358366,77.5385998283,0.45
"Kamalanagar Water Tank,BASAVESHWARANAGARA,OPPOSITE OF AXIS BANK",12.995735351,77.5398873724,0.45
"Shankararnag Bus Stop,KAMALANAGARA,BESIDE GOVT SCHOOL AND BMTC BUS STAND",12.9947768804,77.5267073326,0.45
"Patalappa Layout,NAGASHETTYHALLI,BESIDE APARTMENTS",13.046407057,77.572604036,0.45
"Rajmahal Vilas 2nd Stage,NAGASHETTYHALLI,AT RESIDENTIAL AREA",13.0425661425,77.566697262,0.45
"Devasandra Chikkamaranahalli,DEVASANDRA,BESIDE KARNATAKA POWER TRANSMISSION CORPORATION LIMITED",13.0362772429,77.566736976,0.45
"ITI Layout Dollars colony,AGS LAYOUT,BESIDE SAGAR CAFE",13.0338436202,77.5688484073,0.45
"MS Ramaiah Hospital New BEL Road,DEVASANDRA,BESIDE OPEN AREA",13.0269433558,77.5718743075,0.45
"Sadashivanagara Police Station,SADASHIVA NAGARA,BESIDE OPEN AREA",13.0152095295,77.5728315208,0.45
"Sadhashivanagar,SADASHIVA NAGARA,BESIDE GIRI DENTAL CLINIC",13.0085703079,77.5802864693,0.45
